date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:05:16	495/495	---MCZ	200	added ('OK')	text/plain	etag:cacheable:c382ec32ec66f7825bb288b1f4ab2727	https://theme697-fitness-store.myshopify.com/robots.txt		(from )
20:05:18	112479/112479	---MCZ	200	added ('OK')	text/html	etag:cacheable:e63acdedaaafc4058371fb069e5ba6e1	https://theme697-fitness-store.myshopify.com/	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/index.html	(from )
20:05:18	195/195	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jun%202021%2005:29:52%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/fav_32x32.png?v=1559044567	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/fav_32x3251ca.png	(from https://theme697-fitness-store.myshopify.com/)
20:05:19	146/146	---MC-	302	error ('Found')	text/html	date:Sat,%2003%20Jul%202021%2019:05:19%20GMT	https://theme697-fitness-store.myshopify.com/account	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/account	(from https://theme697-fitness-store.myshopify.com/)
20:05:21	65666/65666	---MCZ	200	added ('OK')	text/html	etag:cacheable:ddd57217fd5c2fbd9e5a10c9f5795323	https://theme697-fitness-store.myshopify.com/account/login?return_url=%2Faccount	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/account/login4236.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:22	3021/3021	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2001%20Jul%202021%2011:00:04%20GMT	http://cdn.shopify.com/s/javascripts/currencies.js	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/javascripts/currencies.js	(from https://theme697-fitness-store.myshopify.com/)
20:05:22	68648/68648	---MCZ	200	added ('OK')	text/html	etag:cacheable:5c502657913ac24b57e2d7433a718000	https://theme697-fitness-store.myshopify.com/pages/wishlist	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/pages/wishlist.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:24	6955/6955	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2014%20Dec%202019%2010:36:48%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/t/3/assets/currency-tools.js?v=14830860137289004929	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/t/3/assets/currency-tools548b.js	(from https://theme697-fitness-store.myshopify.com/)
20:05:24	633/633	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Jun%202021%2020:58:15%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/Logo_125x45_crop_center@2x.png?v=1559052882	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/Logo_125x45_crop_center@2xfabc.png	(from https://theme697-fitness-store.myshopify.com/)
20:05:25	92869/92869	---MCZ	200	added ('OK')	text/html	etag:cacheable:aa10ce321b8ca446ce095d4921597f54	https://theme697-fitness-store.myshopify.com/collections/all	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/collections/all.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:26	64940/64940	---MCZ	200	added ('OK')	text/html	etag:cacheable:908199090a0333249e5bf7d18a0b8cd2	https://theme697-fitness-store.myshopify.com/collections	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/collections.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:27	70584/70584	---MCZ	200	added ('OK')	text/html	etag:cacheable:e65c3d5a5d35afdd3dee5ea9a21c2930	https://theme697-fitness-store.myshopify.com/pages/contact-us	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/pages/contact-us.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:28	68226/68226	---MCZ	200	added ('OK')	text/html	etag:cacheable:3d68445e2ce7c393e58ef79c6694d154	https://theme697-fitness-store.myshopify.com/pages/about-us	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/pages/about-us.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:29	68182/68182	---MCZ	200	added ('OK')	text/html	etag:cacheable:52fc0165a3e406d58363e09d4ce44027	https://theme697-fitness-store.myshopify.com/pages/privacy-policy	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/pages/privacy-policy.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:31	69321/69321	---MCZ	200	added ('OK')	text/html	etag:cacheable:b6e38300d5531e2214836d4fe3f29151	https://theme697-fitness-store.myshopify.com/blogs/news	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/blogs/news.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:32	75780/75780	---MCZ	200	added ('OK')	text/html	etag:cacheable:b29ed54a7300e900726f168ba8f76ceb	https://theme697-fitness-store.myshopify.com/pages/faq	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/pages/faq.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:32	32865/32865	---MCZ	200	added ('OK')	text/html	etag:cacheable:2f0718fa26bff43e237776097d691238	https://theme697-fitness-store.myshopify.com/pages/password-page	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/pages/password-page.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:33	68723/68723	---MCZ	200	added ('OK')	text/html	etag:cacheable:a4d8f557fb04d58b6bf20c3be1cd0631	https://theme697-fitness-store.myshopify.com/pages/services	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/pages/services.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:35	96149/96149	---MCZ	200	added ('OK')	text/html	etag:cacheable:177f5d27cbff4d8e294b25ab7cf788f3	https://theme697-fitness-store.myshopify.com/collections/clothes	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/collections/clothes.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:35	6096/6096	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Jun%202021%2009:28:42%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/banter-snaps-14423-unsplash_255x180_crop_center.jpg?v=1559054369	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/banter-snaps-14423-unsplash_255x180_crop_center668f.jpg	(from https://theme697-fitness-store.myshopify.com/)
20:05:36	95812/95812	---MCZ	200	added ('OK')	text/html	etag:cacheable:07be7b0a000a33573b90752c64126255	https://theme697-fitness-store.myshopify.com/collections/fitness	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/collections/fitness.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:37	8925/8925	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Jun%202021%2012:54:03%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/clem-onojeghuo-277043-unsplash_255x180_crop_center.jpg?v=1559054472	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/clem-onojeghuo-277043-unsplash_255x180_crop_centerba73.jpg	(from https://theme697-fitness-store.myshopify.com/)
20:05:38	236294/236294	---M--	200	added ('OK')	image/gif	date:Thu,%2024%20Jun%202021%2013:36:35%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/t/3/assets/shopify_logo.gif?v=12415398779637264056	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/t/3/assets/shopify_logo4e43.gif	(from https://theme697-fitness-store.myshopify.com/)
20:05:38	96208/96208	---MCZ	200	added ('OK')	text/html	etag:cacheable:2092354cc0f8cedc5c38610ef60d55a5	https://theme697-fitness-store.myshopify.com/collections/limit-collections	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/collections/limit-collections.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:38	6566/6566	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Jun%202021%2005:29:52%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/jane-sundried-1517239-unsplash_255x180_crop_center.jpg?v=1559054482	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/jane-sundried-1517239-unsplash_255x180_crop_centerd65d.jpg	(from https://theme697-fitness-store.myshopify.com/)
20:05:39	95494/95494	---MCZ	200	added ('OK')	text/html	etag:cacheable:0b5d895c6c0abb738cc8b0e6817703ca	https://theme697-fitness-store.myshopify.com/collections/yoga	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/collections/yoga.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:39	9396/9396	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Jul%202021%2011:19:20%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/joseph-barrientos-82309-unsplash_255x180_crop_center.jpg?v=1559054490	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/joseph-barrientos-82309-unsplash_255x180_crop_center8cd2.jpg	(from https://theme697-fitness-store.myshopify.com/)
20:05:41	95317/95317	---MCZ	200	added ('OK')	text/html	etag:cacheable:efd8b51fd44391715fb75ffcbe532d8d	https://theme697-fitness-store.myshopify.com/collections/equipment	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/collections/equipment.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:43	96409/96409	---MCZ	200	added ('OK')	text/html	etag:cacheable:ecd22a258e56c99749a9084d398bdc9a	https://theme697-fitness-store.myshopify.com/collections/t-shirts	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/collections/t-shirts.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:50	79165/79165	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jun%202021%2012:54:03%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/asics_mens_gel_kayano_22_running_shoe_1_255x180_crop_center.png?v=1559054519	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/asics_mens_gel_kayano_22_running_shoe_1_255x180_crop_center65e0.png	(from https://theme697-fitness-store.myshopify.com/)
20:05:54	87232/87232	---MCZ	200	added ('OK')	text/html	etag:cacheable:af32b31590ed03218c9cbdad234a6a42	https://theme697-fitness-store.myshopify.com/products/sofia_sports_high_rise_running_leggings	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/products/sofia_sports_high_rise_running_leggings.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:54	80269/80269	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Jun%202021%2010:32:09%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/dolce_gabbana_sneaker_1_255x180_crop_center.png?v=1559054639	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/dolce_gabbana_sneaker_1_255x180_crop_center0a70.png	(from https://theme697-fitness-store.myshopify.com/)
20:05:54	74649/74649	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Jun%202021%2010:32:10%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/finn_comfort_oze_1_255x180_crop_center.png?v=1559054652	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/finn_comfort_oze_1_255x180_crop_center1988.png	(from https://theme697-fitness-store.myshopify.com/)
20:05:55	81072/81072	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2009:28:42%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/active_duffel_bag_4_255x180_crop_center.png?v=1559054590	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/active_duffel_bag_4_255x180_crop_center23fd.png	(from https://theme697-fitness-store.myshopify.com/)
20:05:56	83761/83761	---MCZ	200	added ('OK')	text/html	etag:cacheable:beca3070b10ea427c3abc4205c216653	https://theme697-fitness-store.myshopify.com/products/edie_off_the_shoulder_sports_top	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/products/edie_off_the_shoulder_sports_top.html	(from https://theme697-fitness-store.myshopify.com/)
20:05:58	30139/30139	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Jun%202021%2020:58:15%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/products/sofia_sports_high_rise_running_leggingsn_1_255x.png?v=1559048553	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/products/sofia_sports_high_rise_running_leggingsn_1_255xa2ff.png	(from https://theme697-fitness-store.myshopify.com/)
20:05:59	82467/82467	---MCZ	200	added ('OK')	text/html	etag:cacheable:13a0e20dc8a91586061b47f0db39373e	https://theme697-fitness-store.myshopify.com/products/zoe_neon_stripe_sports_crop_running_legging_set	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/products/zoe_neon_stripe_sports_crop_running_legging_set.html	(from https://theme697-fitness-store.myshopify.com/)
20:06:01	88595/88595	---MCZ	200	added ('OK')	text/html	etag:cacheable:20fd08365f4ff71cf72c8e54dbaa0232	https://theme697-fitness-store.myshopify.com/products/rosie_roll_over_waistband_running_legging	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/products/rosie_roll_over_waistband_running_legging.html	(from https://theme697-fitness-store.myshopify.com/)
20:06:02	53078/53078	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Jun%202021%2005:42:39%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/products/edie_off_the_shoulder_sports_top_1_f06d6cc3-d0e0-4767-813d-67262255b0ae_255x.png?v=1559048774	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/products/edie_off_the_shoulder_sports_top_1_f06d6cc3-d0e0-4767-813d-67262255b0ae_255x38ea.png	(from https://theme697-fitness-store.myshopify.com/)
20:06:03	13728/13728	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Jun%202021%2005:29:52%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/articles/mark-adriane-540745-unsplash_350x308_crop_center.jpg?v=1559055000	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/articles/mark-adriane-540745-unsplash_350x308_crop_center7cf0.jpg	(from https://theme697-fitness-store.myshopify.com/)
20:06:05	40998/40998	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2023:26:28%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/products/zoe_neon_stripe_sports_crop_running_legging_set_1_255x.png?v=1559048584	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/products/zoe_neon_stripe_sports_crop_running_legging_set_1_255x6c19.png	(from https://theme697-fitness-store.myshopify.com/)
20:06:05	70794/70794	---MCZ	200	added ('OK')	text/html	etag:cacheable:be2c26bdbc2db245dd8085f5ec8664b3	https://theme697-fitness-store.myshopify.com/blogs/news/to-be-in-a-good-shape-is-very-important-nowadays	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/blogs/news/to-be-in-a-good-shape-is-very-important-nowadays.html	(from https://theme697-fitness-store.myshopify.com/)
20:06:05	5747/5747	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Jun%202021%2012:54:03%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/articles/clem-onojeghuo-120372-unsplash_350x308_crop_center.jpg?v=1559054961	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/articles/clem-onojeghuo-120372-unsplash_350x308_crop_center0f41.jpg	(from https://theme697-fitness-store.myshopify.com/)
20:06:06	43794/43794	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2023:26:28%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/products/rosie_roll_over_waistband_running_legging_1_255x.png?v=1559048528	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/products/rosie_roll_over_waistband_running_legging_1_255x16e8.png	(from https://theme697-fitness-store.myshopify.com/)
20:06:08	68589/68589	---MCZ	200	added ('OK')	text/html	etag:cacheable:b3f997651392f0445c83b5c0199038b6	https://theme697-fitness-store.myshopify.com/blogs/news/we-think-that-fitness-is-a-pleasant-and-useful-activity	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/blogs/news/we-think-that-fitness-is-a-pleasant-and-useful-activity.html	(from https://theme697-fitness-store.myshopify.com/)
20:06:08	17154/17154	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Jun%202021%2023:26:28%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/articles/clique-images-315489-unsplash_350x308_crop_center.jpg?v=1559054879	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/articles/clique-images-315489-unsplash_350x308_crop_centerd276.jpg	(from https://theme697-fitness-store.myshopify.com/)
20:06:10	68693/68693	---MCZ	200	added ('OK')	text/html	etag:cacheable:9225a7356e08f65fc45ee3c8f9bf08fe	https://theme697-fitness-store.myshopify.com/blogs/news/our-store-has-a-largest-assortment-among-the-others-that	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/blogs/news/our-store-has-a-largest-assortment-among-the-others-that.html	(from https://theme697-fitness-store.myshopify.com/)
20:06:11	60896/60896	---MCZ	200	added ('OK')	text/html	etag:cacheable:5f322294affceff9eb43b439dc4f94bd	https://theme697-fitness-store.myshopify.com/cart	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/cart.html	(from https://theme697-fitness-store.myshopify.com/)
20:06:40	174059/174059	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jun%202021%2014:00:57%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/Image_with_text_785x600_crop_center.png?v=1559056054	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/Image_with_text_785x600_crop_center3f07.png	(from https://theme697-fitness-store.myshopify.com/)
20:06:54	87963/87963	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jun%202021%2005:29:51%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/Banner-small-1.png?v=1559056271	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/Banner-small-18320.png	(from https://theme697-fitness-store.myshopify.com/)
20:07:14	117013/117013	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jul%202021%2011:19:20%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/Banner-small-2.png?v=1559056280	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/Banner-small-2c60b.png	(from https://theme697-fitness-store.myshopify.com/)
20:07:18	98144/98144	---MCZ	200	added ('OK')	text/html	etag:cacheable:189181b2ceca8dd1ee8ed4c96ac434ea	https://theme697-fitness-store.myshopify.com/collections/limit-collections/products/sofia_sports_high_rise_running_leggings	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/collections/limit-collections/products/sofia_sports_high_rise_running_leggings.html	(from https://theme697-fitness-store.myshopify.com/)
20:07:23	455618/455618	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jun%202021%2005:29:51%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/Slideshow-2_1600x900_crop_top.png?v=1559055520	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/Slideshow-2_1600x900_crop_top04d0.png	(from https://theme697-fitness-store.myshopify.com/)
20:07:28	58281/58281	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2023:26:28%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/products/sofia_sports_high_rise_running_leggingsn_1_378x378_crop_top.png?v=1559048553	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/products/sofia_sports_high_rise_running_leggingsn_1_378x378_crop_topa2ff.png	(from https://theme697-fitness-store.myshopify.com/)
20:07:32	94703/94703	---MCZ	200	added ('OK')	text/html	etag:cacheable:b1ba50f25af37bbc1790bbd1b3467284	https://theme697-fitness-store.myshopify.com/collections/limit-collections/products/edie_off_the_shoulder_sports_top	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/collections/limit-collections/products/edie_off_the_shoulder_sports_top.html	(from https://theme697-fitness-store.myshopify.com/)
20:07:32	521414/521414	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jun%202021%2005:29:52%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/files/Slideshow-1_1600x900_crop_top.png?v=1559055504	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/files/Slideshow-1_1600x900_crop_top0d7a.png	(from https://theme697-fitness-store.myshopify.com/)
20:07:33	67243/67243	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Jun%202021%2012:50:02%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/products/sofia_sports_high_rise_running_leggingsn_2_378x378_crop_top.png?v=1559048553	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/products/sofia_sports_high_rise_running_leggingsn_2_378x378_crop_topa2ff.png	(from https://theme697-fitness-store.myshopify.com/)
20:07:38	93468/93468	---MCZ	200	added ('OK')	text/html	etag:cacheable:827d4b56e61ca87b267b7f5f653a3a71	https://theme697-fitness-store.myshopify.com/collections/limit-collections/products/zoe_neon_stripe_sports_crop_running_legging_set	D:/dev/template/html_css_js/fitrue/theme697-fitness-store.myshopify.com/collections/limit-collections/products/zoe_neon_stripe_sports_crop_running_legging_set.html	(from https://theme697-fitness-store.myshopify.com/)
20:07:49	105968/105968	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Jun%202021%2010:32:09%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/products/edie_off_the_shoulder_sports_top_1_f06d6cc3-d0e0-4767-813d-67262255b0ae_378x378_crop_top.png?v=1559048774	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/products/edie_off_the_shoulder_sports_top_1_f06d6cc3-d0e0-4767-813d-67262255b0ae_378x378_crop_top38ea.png	(from https://theme697-fitness-store.myshopify.com/)
20:07:49	104511/104511	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jun%202021%2012:54:03%20GMT	http://cdn.shopify.com/s/files/1/0064/9891/0279/products/edie_off_the_shoulder_sports_top_2_77ae3bc5-e92c-4af3-bac3-552d71978d1c_378x378_crop_top.png?v=1559048774	D:/dev/template/html_css_js/fitrue/cdn.shopify.com/s/files/1/0064/9891/0279/products/edie_off_the_shoulder_sports_top_2_77ae3bc5-e92c-4af3-bac3-552d71978d1c_378x378_crop_top38ea.png	(from https://theme697-fitness-store.myshopify.com/)
